customer_id,signup_date,acquisition_channel,customer_email,country,city
C00997,2024-01-18,Organic Search,cust997@example.com,AU,Delhi
C00998,2023-03-13,Direct,cust998@example.com,UK,Pune
C00999,2023-09-21,Email,cust999@example.com,US,Pune
C01000,2024-08-18,Paid Search,cust1000@example.com,UK,Mumbai
C01001,2023-10-12,Direct,cust1001@example.com,AU,NYC
C01002,2023-07-10,Paid Search,cust1002@example.com,US,Sydney
C01003,2024-06-16,Influencer,cust1003@example.com,IN,NYC
C01004,2023-09-19,Organic Search,cust1004@example.com,CA,Sydney
C01005,2023-08-17,Email,cust1005@example.com,CA,Toronto
C01006,2023-05-25,Social Ads,cust1006@example.com,CA,Toronto
C01007,2024-01-31,Organic Search,cust1007@example.com,IN,NYC
C01008,2023-07-31,Organic Search,cust1008@example.com,IN,Bangalore
C01009,2023-09-29,Direct,cust1009@example.com,CA,NYC
C01010,2023-11-08,Email,cust1010@example.com,IN,London
C01011,2023-07-12,Paid Search,cust1011@example.com,UK,Toronto
C01012,2024-11-29,Organic Search,cust1012@example.com,IN,NYC
C01013,2023-09-29,Paid Search,cust1013@example.com,CA,Pune
C01014,2023-02-02,Paid Search,cust1014@example.com,IN,NYC
C01015,2023-11-01,Direct,cust1015@example.com,CA,Sydney
C01016,2024-04-02,Paid Search,cust1016@example.com,US,Sydney
C01017,2023-11-08,Influencer,cust1017@example.com,IN,NYC
C01018,2023-07-22,Paid Search,cust1018@example.com,IN,Delhi
C01019,2023-02-10,Email,cust1019@example.com,IN,Mumbai
C01020,2023-08-26,Direct,cust1020@example.com,IN,Bangalore
C01021,2023-12-20,Organic Search,cust1021@example.com,US,Sydney
C01022,2023-12-22,Direct,cust1022@example.com,US,Sydney
C01023,2024-09-28,Influencer,cust1023@example.com,UK,Sydney
C01024,2023-11-07,Social Ads,cust1024@example.com,US,Delhi
C01025,2024-05-03,Organic Search,cust1025@example.com,US,Mumbai
C01026,2023-03-19,Organic Search,cust1026@example.com,AU,Pune
C01027,2024-08-01,Email,cust1027@example.com,CA,NYC
C01028,2023-10-09,Email,cust1028@example.com,US,NYC
C01029,2023-05-15,Organic Search,cust1029@example.com,UK,NYC
C01030,2023-05-21,Organic Search,cust1030@example.com,IN,Pune
C01031,2023-08-29,Social Ads,cust1031@example.com,IN,NYC
C01032,2023-11-12,Paid Search,cust1032@example.com,UK,NYC
C01033,2023-03-09,Influencer,cust1033@example.com,IN,NYC
C01034,2023-02-25,Organic Search,,IN,Bangalore
C01035,2024-02-29,Paid Search,cust1035@example.com,UK,Mumbai
C01036,2023-03-20,Email,cust1036@example.com,UK,Bangalore
C01037,2023-11-30,Paid Search,cust1037@example.com,AU,Pune
C01038,2023-12-08,Social Ads,cust1038@example.com,CA,Bangalore
C01039,2023-11-13,Paid Search,cust1039@example.com,IN,Pune
C01040,2023-08-16,Social Ads,cust1040@example.com,UK,NYC
C01041,2023-02-08,Email,cust1041@example.com,IN,Sydney
C01042,2023-09-08,Organic Search,cust1042@example.com,IN,Pune
C01043,2023-08-01,Social Ads,cust1043@example.com,IN,NYC
C01044,2023-09-01,Direct,cust1044@example.com,CA,Toronto
C01045,2023-03-05,Organic Search,cust1045@example.com,US,Mumbai
C01046,2023-01-17,Email,cust1046@example.com,UK,NYC
C01047,2024-11-27,Paid Search,cust1047@example.com,US,Bangalore
C01048,2023-03-09,Organic Search,cust1048@example.com,IN,Bangalore
C01049,2024-02-27,Organic Search,cust1049@example.com,US,Pune
C01050,2023-03-05,Influencer,cust1050@example.com,AU,Delhi
C01051,2023-04-30,Paid Search,cust1051@example.com,IN,Sydney
C01052,2023-01-23,Paid Search,cust1052@example.com,UK,NYC
C01053,2024-07-20,Organic Search,cust1053@example.com,US,Sydney
C01054,2023-04-11,Organic Search,cust1054@example.com,US,Toronto
C01055,2024-11-07,Email,cust1055@example.com,IN,NYC
C01056,2023-06-20,Email,cust1056@example.com,US,Bangalore
C01057,2023-03-06,Email,cust1057@example.com,AU,London
C01058,2023-03-29,Email,cust1058@example.com,US,London
C01059,2024-09-18,Social Ads,cust1059@example.com,IN,Delhi
C01060,2023-05-02,Paid Search,cust1060@example.com,IN,Sydney
C01061,2023-02-04,Paid Search,cust1061@example.com,IN,Bangalore
C01062,2024-10-25,Influencer,,UK,Sydney
C01063,2023-10-15,Paid Search,cust1063@example.com,CA,Bangalore
C01064,2023-10-11,Organic Search,cust1064@example.com,IN,Sydney
C01065,2024-04-18,Organic Search,cust1065@example.com,UK,London
C01066,2023-10-04,Influencer,cust1066@example.com,IN,Toronto
C01067,2023-06-02,Organic Search,cust1067@example.com,IN,Bangalore
C01068,2023-12-05,Organic Search,cust1068@example.com,AU,Pune
C01069,2023-07-22,Organic Search,cust1069@example.com,IN,Pune
C01070,2023-01-06,Email,cust1070@example.com,AU,Toronto
C01071,2024-10-30,Direct,cust1071@example.com,IN,London
C01072,2023-09-09,Paid Search,cust1072@example.com,IN,London
C01073,2024-08-14,Paid Search,cust1073@example.com,IN,Delhi
C01074,2024-03-20,Social Ads,cust1074@example.com,IN,Bangalore
C01075,2024-04-30,Direct,cust1075@example.com,UK,Delhi
C01076,2024-07-25,Social Ads,cust1076@example.com,AU,NYC
C01077,2023-06-07,Influencer,cust1077@example.com,CA,Mumbai
C01078,2023-10-05,Paid Search,cust1078@example.com,IN,Toronto
C01079,2023-08-22,Email,cust1079@example.com,US,Pune
C01080,2024-05-15,Paid Search,cust1080@example.com,IN,NYC
C01081,2023-08-06,Organic Search,cust1081@example.com,IN,Pune
C01082,2023-11-09,Email,cust1082@example.com,US,London
C01083,2024-05-10,Organic Search,cust1083@example.com,UK,London
C01084,2024-03-15,Paid Search,cust1084@example.com,US,Mumbai
C01085,2024-03-28,Email,cust1085@example.com,IN,London
C01086,2023-03-01,Direct,cust1086@example.com,IN,Sydney
C01087,2023-04-04,Influencer,cust1087@example.com,IN,London
C01088,2024-02-14,Email,cust1088@example.com,US,Toronto
C01089,2023-03-16,Influencer,cust1089@example.com,AU,Toronto
C01090,2024-03-26,Paid Search,cust1090@example.com,IN,Sydney
C01091,2023-04-05,Paid Search,cust1091@example.com,CA,Pune
C01092,2024-11-09,Email,cust1092@example.com,US,Toronto
C01093,2023-07-12,Influencer,cust1093@example.com,CA,Delhi
C01094,2024-07-06,Email,cust1094@example.com,CA,Delhi
C01095,2024-05-22,Direct,cust1095@example.com,CA,Delhi
C01096,2023-03-06,Influencer,cust1096@example.com,US,Delhi
C01097,2024-03-31,Social Ads,cust1097@example.com,IN,Delhi
C01098,2023-05-29,Organic Search,cust1098@example.com,US,Pune
C01099,2023-02-08,Paid Search,cust1099@example.com,CA,Pune
C01100,2023-07-12,Paid Search,cust1100@example.com,IN,Toronto
C01101,2023-09-10,Email,cust1101@example.com,US,NYC
C01102,2024-05-04,Paid Search,cust1102@example.com,IN,Sydney
C01103,2024-04-03,Organic Search,cust1103@example.com,AU,Sydney
C01104,2024-11-11,Social Ads,cust1104@example.com,AU,Delhi
C01105,2024-07-28,Organic Search,cust1105@example.com,AU,Delhi
C01106,2023-09-04,Paid Search,cust1106@example.com,IN,Toronto
C01107,2024-09-29,Direct,cust1107@example.com,IN,Pune
C01108,2024-02-29,Influencer,cust1108@example.com,US,London
C01109,2024-06-13,Email,cust1109@example.com,IN,London
C01110,2023-10-08,Social Ads,cust1110@example.com,IN,London
C01111,2023-02-04,Email,cust1111@example.com,IN,Mumbai
C01112,2023-07-18,Social Ads,cust1112@example.com,IN,Mumbai
C01113,2024-03-13,Email,cust1113@example.com,US,Sydney
C01114,2024-04-27,Paid Search,cust1114@example.com,IN,Mumbai
C01115,2024-08-24,Social Ads,cust1115@example.com,IN,London
C01116,2023-08-18,Email,cust1116@example.com,UK,Pune
C01117,2024-05-07,Direct,cust1117@example.com,UK,Sydney
C01118,2024-10-27,Paid Search,,IN,NYC
C01119,2023-01-24,Email,cust1119@example.com,UK,Delhi
C01120,2023-06-02,Email,cust1120@example.com,US,Toronto
C01121,2023-04-11,Direct,cust1121@example.com,CA,Toronto
C01122,2024-06-11,Paid Search,cust1122@example.com,US,Pune
C01123,2024-02-20,Direct,cust1123@example.com,IN,Delhi
C01124,2023-04-26,Organic Search,cust1124@example.com,CA,Pune
C01125,2024-01-31,Paid Search,cust1125@example.com,IN,Pune
C01126,2023-05-18,Social Ads,cust1126@example.com,US,Toronto
C01127,2024-11-08,Email,cust1127@example.com,US,Mumbai
C01128,2023-11-25,Organic Search,cust1128@example.com,IN,Sydney
C01129,2023-03-15,Paid Search,cust1129@example.com,IN,London
C01130,2023-11-13,Influencer,cust1130@example.com,US,Bangalore
C01131,2024-10-08,Direct,cust1131@example.com,US,London
C01132,2023-06-10,Organic Search,cust1132@example.com,IN,NYC
C01133,2023-01-28,Email,cust1133@example.com,US,Mumbai
C01134,2023-10-25,Paid Search,cust1134@example.com,IN,London
C01135,2024-11-16,Social Ads,cust1135@example.com,IN,Bangalore
C01136,2023-07-12,Organic Search,cust1136@example.com,UK,Bangalore
C01137,2024-03-17,Paid Search,cust1137@example.com,IN,Mumbai
C01138,2023-03-10,Paid Search,cust1138@example.com,CA,Pune
C01139,2024-05-31,Paid Search,cust1139@example.com,IN,Mumbai
C01140,2023-01-03,Organic Search,cust1140@example.com,IN,Pune
C01141,2023-01-20,Paid Search,cust1141@example.com,IN,Bangalore
C01142,2024-09-20,Social Ads,cust1142@example.com,AU,Pune
C01143,2023-03-17,Organic Search,cust1143@example.com,IN,Pune
C01144,2023-01-05,Direct,cust1144@example.com,IN,Mumbai
C01145,2024-11-06,Social Ads,cust1145@example.com,UK,London
C01146,2024-11-22,Paid Search,cust1146@example.com,UK,Delhi
C01147,2023-03-12,Paid Search,cust1147@example.com,IN,London
C01148,2023-03-06,Paid Search,cust1148@example.com,US,Delhi
C01149,2023-04-27,Social Ads,cust1149@example.com,IN,NYC
C01150,2023-04-11,Influencer,cust1150@example.com,UK,Toronto
C01151,2023-12-14,Direct,cust1151@example.com,UK,Toronto
C01152,2024-11-19,Paid Search,cust1152@example.com,US,Sydney
C01153,2023-09-11,Email,cust1153@example.com,US,London
C01154,2024-08-24,Paid Search,cust1154@example.com,AU,Bangalore
C01155,2023-10-15,Email,cust1155@example.com,IN,NYC
C01156,2024-03-14,Organic Search,cust1156@example.com,IN,London
C01157,2023-05-29,Influencer,cust1157@example.com,US,Mumbai
C01158,2024-11-02,Organic Search,cust1158@example.com,US,Delhi
C01159,2024-06-17,Organic Search,,IN,Pune
C01160,2023-11-01,Email,cust1160@example.com,UK,Bangalore
C01161,2024-05-17,Paid Search,cust1161@example.com,IN,Sydney
C01162,2023-09-26,Organic Search,cust1162@example.com,IN,NYC
C01163,2024-08-03,Paid Search,cust1163@example.com,AU,Mumbai
C01164,2024-01-14,Organic Search,cust1164@example.com,IN,Pune
C01165,2023-09-09,Social Ads,cust1165@example.com,US,London
C01166,2023-07-23,Direct,cust1166@example.com,IN,Pune
C01167,2024-02-15,Email,cust1167@example.com,US,NYC
C01168,2023-06-25,Direct,cust1168@example.com,US,Bangalore
C01169,2024-03-18,Email,cust1169@example.com,IN,Pune
C01170,2024-10-12,Email,cust1170@example.com,IN,Mumbai
C01171,2023-04-26,Paid Search,cust1171@example.com,UK,Pune
C01172,2023-03-29,Paid Search,cust1172@example.com,AU,Sydney
C01173,2023-07-19,Email,cust1173@example.com,CA,Bangalore
C01174,2024-11-04,Social Ads,cust1174@example.com,US,Mumbai
C01175,2024-04-16,Email,cust1175@example.com,IN,Pune
C01176,2023-01-18,Paid Search,cust1176@example.com,US,Delhi
C01177,2024-04-24,Organic Search,cust1177@example.com,IN,Bangalore
C01178,2023-05-25,Social Ads,cust1178@example.com,IN,Toronto
C01179,2023-08-28,Paid Search,,US,Delhi
C01180,2023-10-13,Social Ads,cust1180@example.com,UK,Toronto
C01181,2023-02-01,Email,cust1181@example.com,IN,Sydney
C01182,2023-04-04,Organic Search,cust1182@example.com,IN,Sydney
C01183,2024-06-24,Email,cust1183@example.com,CA,Toronto
C01184,2023-08-28,Organic Search,cust1184@example.com,IN,London
C01185,2024-07-17,Direct,cust1185@example.com,CA,Delhi
C01186,2024-02-02,Paid Search,cust1186@example.com,IN,London
C01187,2023-01-12,Social Ads,cust1187@example.com,IN,Pune
C01188,2024-05-05,Organic Search,cust1188@example.com,US,Pune
C01189,2023-01-10,Email,cust1189@example.com,US,London
C01190,2024-04-12,Organic Search,cust1190@example.com,IN,Mumbai
C01191,2023-04-15,Influencer,cust1191@example.com,AU,Bangalore
C01192,2024-03-01,Organic Search,cust1192@example.com,UK,Pune
C01193,2024-03-14,Paid Search,cust1193@example.com,UK,NYC
C01194,2024-10-16,Organic Search,cust1194@example.com,AU,Toronto
C01195,2024-01-18,Email,cust1195@example.com,IN,NYC
C01196,2023-01-01,Social Ads,cust1196@example.com,UK,Toronto
C01197,2024-09-04,Organic Search,cust1197@example.com,IN,NYC
C01198,2024-11-03,Social Ads,cust1198@example.com,IN,NYC
C01199,2023-06-14,Influencer,cust1199@example.com,IN,Sydney
C01200,2023-10-20,Organic Search,cust1200@example.com,US,Pune
C01201,2024-05-05,Direct,cust1201@example.com,US,Mumbai
C01202,2023-05-15,Email,cust1202@example.com,IN,NYC
C01203,2023-10-03,Direct,cust1203@example.com,US,Sydney
C01204,2023-08-26,Organic Search,cust1204@example.com,US,Toronto
C01205,2023-12-11,Email,cust1205@example.com,UK,NYC
C01206,2024-01-05,Email,cust1206@example.com,UK,Delhi
C01207,2023-08-02,Organic Search,cust1207@example.com,IN,Toronto
C01208,2024-04-27,Direct,cust1208@example.com,IN,Delhi
C01209,2023-11-10,Social Ads,cust1209@example.com,IN,Mumbai
C01210,2023-12-15,Paid Search,cust1210@example.com,IN,NYC
C01211,2023-01-15,Paid Search,cust1211@example.com,IN,Mumbai
C01212,2024-10-23,Social Ads,cust1212@example.com,US,Mumbai
C01213,2023-05-19,Direct,cust1213@example.com,UK,Toronto
C01214,2023-05-13,Paid Search,cust1214@example.com,US,Bangalore
C01215,2023-02-27,Organic Search,cust1215@example.com,CA,Mumbai
C01216,2023-08-14,Organic Search,cust1216@example.com,CA,Mumbai
C01217,2024-04-06,Social Ads,cust1217@example.com,US,Delhi
C01218,2023-05-22,Organic Search,cust1218@example.com,AU,Mumbai
C01219,2024-07-04,Email,cust1219@example.com,IN,Sydney
C01220,2024-04-11,Organic Search,cust1220@example.com,IN,Bangalore
C01221,2023-01-13,Organic Search,cust1221@example.com,CA,Sydney
C01222,2024-08-17,Email,cust1222@example.com,CA,Toronto
C01223,2024-09-05,Direct,cust1223@example.com,US,London
C01224,2023-10-10,Social Ads,cust1224@example.com,US,Delhi
C01225,2023-02-05,Organic Search,cust1225@example.com,IN,NYC
C01226,2024-06-05,Social Ads,cust1226@example.com,US,Bangalore
C01227,2023-07-30,Organic Search,cust1227@example.com,IN,London
C01228,2023-11-12,Organic Search,cust1228@example.com,US,Pune
C01229,2023-02-06,Email,cust1229@example.com,AU,Pune
C01230,2024-09-11,Organic Search,cust1230@example.com,US,Pune
C01231,2023-08-12,Email,cust1231@example.com,IN,Bangalore
C01232,2023-09-30,Organic Search,,IN,Toronto
C01233,2023-04-05,Organic Search,cust1233@example.com,US,Pune
C01234,2024-11-30,Organic Search,cust1234@example.com,IN,Pune
C01235,2024-08-12,Organic Search,cust1235@example.com,UK,Sydney
C01236,2024-09-17,Email,cust1236@example.com,UK,Pune
C01237,2023-06-30,Paid Search,cust1237@example.com,IN,Pune
C01238,2024-09-14,Influencer,cust1238@example.com,CA,Mumbai
C01239,2024-07-16,Organic Search,cust1239@example.com,IN,Mumbai
C01240,2024-06-30,Paid Search,cust1240@example.com,UK,Sydney
C01241,2023-03-16,Email,cust1241@example.com,CA,Pune
C01242,2023-09-06,Email,cust1242@example.com,IN,Bangalore
C01243,2023-05-03,Paid Search,cust1243@example.com,US,Delhi
C01244,2023-10-21,Paid Search,cust1244@example.com,IN,Pune
C01245,2024-01-16,Influencer,cust1245@example.com,US,Toronto
C01246,2023-05-12,Organic Search,cust1246@example.com,US,Sydney
C01247,2023-05-02,Paid Search,,IN,Delhi
C01248,2023-01-27,Social Ads,cust1248@example.com,CA,Toronto
C01249,2023-03-26,Direct,cust1249@example.com,CA,Delhi
C01250,2024-09-24,Organic Search,cust1250@example.com,IN,Bangalore
C01251,2024-03-22,Paid Search,cust1251@example.com,IN,Mumbai
C01252,2024-08-07,Social Ads,cust1252@example.com,US,Mumbai
C01253,2024-08-13,Organic Search,cust1253@example.com,US,Delhi
C01254,2023-02-13,Paid Search,cust1254@example.com,IN,Mumbai
C01255,2023-10-30,Social Ads,cust1255@example.com,IN,Delhi
C01256,2024-11-06,Influencer,cust1256@example.com,US,Delhi
C01257,2023-09-03,Organic Search,cust1257@example.com,IN,Delhi
C01258,2024-05-07,Organic Search,cust1258@example.com,IN,Toronto
C01259,2023-11-07,Paid Search,cust1259@example.com,US,Bangalore
C01260,2024-08-17,Direct,cust1260@example.com,UK,NYC
C01261,2023-07-14,Social Ads,cust1261@example.com,US,NYC
C01262,2023-03-01,Influencer,cust1262@example.com,IN,Bangalore
C01263,2023-09-09,Organic Search,cust1263@example.com,CA,Delhi
C01264,2024-04-22,Direct,cust1264@example.com,CA,London
C01265,2024-01-12,Email,cust1265@example.com,UK,Toronto
C01266,2023-10-18,Direct,cust1266@example.com,US,Delhi
C01267,2024-03-27,Influencer,cust1267@example.com,IN,Toronto
C01268,2024-08-30,Paid Search,cust1268@example.com,IN,Toronto
C01269,2023-01-06,Email,cust1269@example.com,US,Pune
C01270,2023-11-09,Paid Search,cust1270@example.com,CA,NYC
C01271,2024-04-16,Organic Search,cust1271@example.com,IN,NYC
C01272,2024-03-16,Paid Search,cust1272@example.com,US,Toronto
C01273,2023-12-19,Direct,cust1273@example.com,IN,Toronto
C01274,2024-02-29,Influencer,cust1274@example.com,UK,NYC
C01275,2024-08-02,Social Ads,cust1275@example.com,US,Bangalore
C01276,2024-04-28,Influencer,cust1276@example.com,UK,Toronto
C01277,2024-01-26,Influencer,cust1277@example.com,US,London
C01278,2024-03-30,Influencer,cust1278@example.com,IN,Bangalore
C01279,2023-07-14,Email,cust1279@example.com,IN,Pune
C01280,2023-11-05,Email,cust1280@example.com,US,Toronto
C01281,2023-02-11,Direct,cust1281@example.com,IN,NYC
C01282,2023-07-29,Influencer,cust1282@example.com,IN,Sydney
C01283,2023-10-05,Organic Search,cust1283@example.com,IN,Mumbai
C01284,2024-05-29,Direct,cust1284@example.com,AU,Bangalore
C01285,2023-02-10,Paid Search,cust1285@example.com,IN,Pune
C01286,2023-09-29,Direct,cust1286@example.com,IN,Sydney
C01287,2024-10-20,Direct,cust1287@example.com,UK,Delhi
C01288,2024-04-11,Paid Search,cust1288@example.com,AU,London
C01289,2023-07-08,Organic Search,cust1289@example.com,IN,Sydney
C01290,2023-04-11,Social Ads,cust1290@example.com,IN,Delhi
C01291,2024-01-22,Direct,cust1291@example.com,IN,London
C01292,2023-12-16,Email,cust1292@example.com,UK,Delhi
C01293,2023-01-29,Paid Search,cust1293@example.com,US,Mumbai
C01294,2024-10-25,Email,cust1294@example.com,AU,Delhi
C01295,2023-02-19,Social Ads,cust1295@example.com,US,Pune
C01296,2023-11-11,Direct,cust1296@example.com,US,Bangalore
C01297,2023-12-28,Organic Search,cust1297@example.com,IN,Delhi
C01298,2024-03-16,Paid Search,cust1298@example.com,CA,Toronto
C01299,2023-12-10,Social Ads,cust1299@example.com,IN,Mumbai
C01300,2023-07-13,Organic Search,cust1300@example.com,IN,Mumbai
C01301,2024-11-07,Organic Search,cust1301@example.com,IN,Sydney
C01302,2024-01-03,Social Ads,cust1302@example.com,CA,Toronto
C01303,2023-01-07,Organic Search,cust1303@example.com,UK,Mumbai
C01304,2023-07-15,Paid Search,cust1304@example.com,IN,Mumbai
C01305,2024-08-14,Direct,cust1305@example.com,IN,NYC
C01306,2024-06-07,Organic Search,cust1306@example.com,UK,Bangalore
C01307,2023-05-29,Direct,cust1307@example.com,IN,Mumbai
C01308,2024-05-25,Influencer,cust1308@example.com,IN,NYC
C01309,2024-01-24,Social Ads,cust1309@example.com,IN,Sydney
C01310,2024-10-09,Direct,cust1310@example.com,IN,Pune
C01311,2024-02-29,Organic Search,cust1311@example.com,CA,Bangalore
C01312,2023-12-30,Social Ads,cust1312@example.com,US,London
C01313,2023-04-12,Paid Search,cust1313@example.com,US,Bangalore
C01314,2023-07-26,Paid Search,cust1314@example.com,IN,Mumbai
C01315,2023-02-07,Direct,cust1315@example.com,IN,London
C01316,2024-03-01,Paid Search,cust1316@example.com,IN,London
C01317,2024-05-02,Email,cust1317@example.com,IN,Sydney
C01318,2024-01-20,Email,cust1318@example.com,US,London
C01319,2024-05-09,Social Ads,cust1319@example.com,IN,Toronto
C01320,2023-12-19,Influencer,cust1320@example.com,AU,Pune
C01321,2024-04-13,Paid Search,cust1321@example.com,IN,Pune
C01322,2023-06-24,Paid Search,cust1322@example.com,US,Delhi
C01323,2024-08-21,Influencer,cust1323@example.com,IN,Bangalore
C01324,2024-06-22,Social Ads,cust1324@example.com,US,Sydney
C01325,2023-09-14,Direct,cust1325@example.com,IN,Delhi
C01326,2024-07-27,Direct,cust1326@example.com,IN,Delhi
C01327,2024-06-18,Organic Search,cust1327@example.com,IN,London
C01328,2024-04-08,Email,cust1328@example.com,IN,Toronto
C01329,2023-03-21,Paid Search,cust1329@example.com,US,Bangalore
C01330,2024-11-11,Paid Search,cust1330@example.com,IN,Pune
C01331,2024-05-04,Paid Search,cust1331@example.com,US,Pune
C01332,2024-10-25,Organic Search,cust1332@example.com,US,NYC
C01333,2023-03-01,Paid Search,cust1333@example.com,UK,Sydney
C01334,2024-05-03,Organic Search,cust1334@example.com,IN,Bangalore
C01335,2024-09-19,Influencer,cust1335@example.com,IN,Pune
C01336,2023-11-03,Paid Search,cust1336@example.com,US,Delhi
C01337,2023-06-25,Paid Search,cust1337@example.com,IN,Pune
C01338,2023-09-09,Direct,cust1338@example.com,UK,NYC
C01339,2024-06-13,Paid Search,cust1339@example.com,IN,London
C01340,2023-07-15,Influencer,cust1340@example.com,IN,Bangalore
C01341,2023-04-03,Direct,cust1341@example.com,IN,Pune
C01342,2023-01-31,Paid Search,cust1342@example.com,UK,Delhi
C01343,2023-08-05,Influencer,,IN,Bangalore
C01344,2024-04-22,Organic Search,cust1344@example.com,UK,Bangalore
C01345,2024-04-18,Direct,cust1345@example.com,UK,Delhi
C01346,2023-09-09,Email,cust1346@example.com,IN,Toronto
C01347,2024-06-05,Paid Search,cust1347@example.com,US,Mumbai
C01348,2024-07-12,Paid Search,cust1348@example.com,IN,NYC
C01349,2023-03-10,Organic Search,cust1349@example.com,AU,Delhi
C01350,2023-01-09,Organic Search,cust1350@example.com,IN,Toronto
C01351,2023-07-23,Direct,cust1351@example.com,AU,NYC
C01352,2023-01-25,Email,cust1352@example.com,IN,NYC
C01353,2024-11-04,Direct,cust1353@example.com,IN,Mumbai
C01354,2023-10-19,Organic Search,cust1354@example.com,UK,NYC
C01355,2023-01-03,Organic Search,cust1355@example.com,IN,Delhi
C01356,2024-07-06,Influencer,cust1356@example.com,UK,Pune
C01357,2024-04-20,Organic Search,cust1357@example.com,IN,Mumbai
C01358,2023-03-21,Email,cust1358@example.com,IN,Bangalore
C01359,2023-11-11,Direct,cust1359@example.com,CA,Bangalore
C01360,2023-02-14,Email,cust1360@example.com,IN,Pune
C01361,2024-07-08,Social Ads,cust1361@example.com,IN,Sydney
C01362,2023-07-05,Paid Search,cust1362@example.com,UK,Toronto
C01363,2023-04-26,Paid Search,cust1363@example.com,UK,NYC
C01364,2023-08-07,Email,cust1364@example.com,IN,NYC
C01365,2023-12-19,Paid Search,cust1365@example.com,AU,Mumbai
C01366,2024-10-20,Direct,cust1366@example.com,IN,Pune
C01367,2023-08-01,Paid Search,cust1367@example.com,US,Mumbai
C01368,2023-06-28,Social Ads,cust1368@example.com,IN,Pune
C01369,2023-02-09,Organic Search,cust1369@example.com,US,Delhi
C01370,2024-07-05,Direct,cust1370@example.com,AU,NYC
C01371,2023-08-10,Direct,cust1371@example.com,IN,Bangalore
C01372,2024-07-19,Email,cust1372@example.com,US,Pune
C01373,2024-08-24,Influencer,cust1373@example.com,US,Delhi
C01374,2024-06-23,Influencer,cust1374@example.com,IN,Toronto
C01375,2023-05-30,Influencer,cust1375@example.com,CA,NYC
C01376,2023-09-29,Paid Search,cust1376@example.com,IN,Delhi
C01377,2023-09-14,Email,cust1377@example.com,CA,NYC
C01378,2024-02-18,Influencer,cust1378@example.com,US,London
C01379,2023-05-16,Paid Search,cust1379@example.com,US,London
C01380,2024-08-21,Paid Search,cust1380@example.com,US,Delhi
C01381,2023-01-14,Paid Search,cust1381@example.com,IN,Toronto
C01382,2024-03-16,Paid Search,cust1382@example.com,AU,Sydney
C01383,2023-02-24,Email,cust1383@example.com,IN,Pune
C01384,2023-08-03,Organic Search,cust1384@example.com,IN,Sydney
C01385,2024-03-10,Paid Search,cust1385@example.com,IN,Pune
C01386,2023-05-07,Email,cust1386@example.com,IN,Mumbai
C01387,2023-05-25,Paid Search,cust1387@example.com,CA,Delhi
C01388,2024-10-17,Organic Search,cust1388@example.com,US,Delhi
C01389,2023-11-19,Social Ads,cust1389@example.com,IN,Pune
C01390,2023-12-05,Organic Search,cust1390@example.com,UK,Pune
C01391,2023-10-23,Organic Search,cust1391@example.com,IN,Sydney
C01392,2024-06-17,Direct,cust1392@example.com,IN,London
C01393,2024-08-19,Email,cust1393@example.com,CA,Delhi
C01394,2024-10-10,Influencer,cust1394@example.com,UK,Bangalore
C01395,2024-09-29,Email,cust1395@example.com,CA,Toronto
C01396,2023-05-01,Direct,cust1396@example.com,US,NYC
C01397,2023-10-10,Influencer,cust1397@example.com,US,London
C01398,2024-04-02,Email,cust1398@example.com,IN,Mumbai
C01399,2023-11-29,Paid Search,cust1399@example.com,US,London
C01400,2023-08-02,Email,cust1400@example.com,IN,Sydney
C01401,2024-02-01,Direct,cust1401@example.com,IN,Delhi
C01402,2024-11-12,Direct,cust1402@example.com,CA,Bangalore
C01403,2023-01-05,Direct,cust1403@example.com,US,NYC
C01404,2023-07-24,Paid Search,cust1404@example.com,IN,London
C01405,2024-10-29,Influencer,cust1405@example.com,IN,London
C01406,2024-09-23,Direct,cust1406@example.com,IN,Pune
C01407,2024-02-26,Organic Search,cust1407@example.com,US,Delhi
C01408,2023-04-28,Paid Search,cust1408@example.com,IN,Delhi
C01409,2023-05-16,Email,cust1409@example.com,AU,Pune
C01410,2023-11-27,Direct,cust1410@example.com,UK,London
C01411,2023-01-22,Social Ads,cust1411@example.com,IN,London
C01412,2023-04-22,Direct,cust1412@example.com,US,Pune
C01413,2023-08-30,Email,cust1413@example.com,IN,Mumbai
C01414,2023-09-16,Influencer,cust1414@example.com,IN,Sydney
C01415,2023-01-01,Organic Search,cust1415@example.com,IN,Pune
C01416,2023-04-27,Email,cust1416@example.com,IN,Toronto
C01417,2023-06-18,Organic Search,cust1417@example.com,UK,London
C01418,2024-06-02,Paid Search,cust1418@example.com,UK,Sydney
C01419,2023-12-12,Organic Search,cust1419@example.com,IN,Bangalore
C01420,2023-01-07,Direct,cust1420@example.com,US,NYC
C01421,2023-11-09,Direct,cust1421@example.com,IN,NYC
C01422,2024-08-27,Paid Search,cust1422@example.com,US,Mumbai
C01423,2023-04-16,Social Ads,cust1423@example.com,UK,Mumbai
C01424,2024-07-10,Organic Search,cust1424@example.com,AU,Mumbai
C01425,2024-10-12,Email,cust1425@example.com,IN,Mumbai
C01426,2023-11-15,Email,cust1426@example.com,US,Sydney
C01427,2023-12-31,Influencer,cust1427@example.com,IN,Sydney
C01428,2023-08-25,Paid Search,cust1428@example.com,CA,Sydney
